14151, 0
14152, 1
14153, 0
14154, 0
14155, 1
14156, 0
14157, 0
14158, 1
14159, 0
14160, 0
14161, 0
14162, 1
14163, 0
14164, 0
14165, 0
14166, 0
14167, 1
14168, 0
14169, 0
14170, 0
14171, 0
14172, 0
14173, 0
14174, 0
14175, 0
14176, 1
14177, 0
14178, 0
14179, 0
14180, 0
14181, 0
14182, 0
14183, 0
14184, 0
14185, 0
14186, 1
14187, 0
14188, 0
14189, 0
14190, 0
14191, 0
14192, 0
14193, 0
14194, 2
14195, 0
14196, 0
14197, 0
14198, 1
14199, 0
14200, 0
14201, 0
14202, 0
14203, 0
14204, 0
14205, 0
14206, 1
14207, 0
14208, 0
14209, 1
14210, 0
14211, 0
14212, 0
14213, 1
14214, 0
14215, 0
14216, 0
14217, 1
14218, 0
14219, 0
14220, 0
14221, 0
14222, 1
14223, 0
14224, 0
14225, 0
14226, 1
14227, 0
14228, 1
14229, 0
14230, 0
14231, 1
14232, 0
14233, 0
14234, 0
14235, 1
14236, 0
14237, 0
14238, 0
14239, 0
14240, 0
14241, 0
14242, 0
14243, 0
14244, 0
14245, 0
14246, 0
14247, 0
14248, 0
14249, 0
14250, 1
14251, 0
14252, 0
14253, 0
14254, 0
14255, 1
14256, 0
14257, 0
14258, 0
14259, 0
14260, 0
14261, 0
14262, 0
14263, 0
14264, 0
14265, 0
14266, 0
14267, 0
14268, 0
14269, 0
14270, 0
14271, 0
14272, 0
14273, 0
14274, 0
14275, 0
14276, 0
14277, 0
14278, 1
14279, 1
14280, 0
14281, 0
14282, 0
14283, 0
14284, 0
14285, 0
14286, 0
14287, 0
14288, 0
14289, 0
14290, 0
14291, 0
14292, 0
14293, 0
14294, 0
14295, 0
14296, 0
14297, 0
14298, 0
14299, 2
14300, 0
14301, 0
14302, 1
14303, 0
14304, 0
14305, 0
14306, 0
14307, 0
14308, 0
14309, 0
14310, 0
14311, 1
14312, 0
14313, 0
14314, 0
14315, 0
14316, 0
14317, 0
14318, 0
14319, 0
14320, 0
14321, 1
14322, 0
14323, 0
14324, 0
14325, 0
14326, 1
14327, 1
14328, 0
14329, 0
14330, 0
14331, 0
14332, 1
14333, 0
14334, 0
14335, 0
14336, 1
14337, 0
14338, 0
14339, 0
14340, 0
14341, 0
14342, 1
14343, 0
14344, 0
14345, 0
14346, 0
14347, 0
14348, 0
14349, 0
14350, 0
14351, 0
14352, 0
14353, 1
14354, 0
14355, 0
14356, 0
14357, 0
14358, 0
14359, 0
14360, 1
14361, 0
14362, 0
14363, 0
14364, 0
14365, 0
14366, 0
14367, 1
14368, 0
14369, 0
14370, 1
14371, 0
14372, 0
14373, 0
14374, 0
14375, 1
14376, 1
14377, 2
14378, 0
14379, 1
14380, 0
14381, 0
14382, 0
14383, 0
14384, 0
14385, 0
14386, 1
14387, 0
14388, 1
14389, 0
14390, 0
14391, 0
14392, 1
14393, 1
14394, 0
14395, 0
14396, 0
14397, 0
14398, 1
14399, 0
14400, 0
14401, 0
14402, 0
14403, 0
14404, 0
14405, 0
14406, 0
14407, 0
14408, 0
14409, 0
14410, 0
14411, 1
14412, 0
14413, 0
14414, 0
14415, 0
14416, 0
14417, 0
14418, 0
14419, 0
14420, 0
14421, 0
14422, 0
14423, 0
14424, 0
14425, 0
14426, 0
14427, 0
14428, 0
14429, 0
14430, 0
14431, 1
14432, 0
14433, 0
14434, 0
14435, 0
14436, 0
14437, 0
14438, 0
14439, 2
14440, 0
14441, 0
14442, 1
14443, 0
14444, 0
14445, 0
14446, 0
14447, 0
14448, 0
14449, 0
14450, 0
14451, 1
14452, 0
14453, 0
14454, 0
14455, 0
14456, 1
14457, 0
14458, 1
14459, 0
14460, 0
14461, 0
14462, 0
14463, 0
14464, 0
14465, 0
14466, 1
14467, 0
14468, 0
14469, 2
14470, 2
14471, 0
14472, 0
14473, 0
14474, 0
14475, 2
14476, 0
14477, 1
14478, 0
14479, 1
14480, 0
14481, 0
14482, 0
14483, 0
14484, 0
14485, 0
14486, 0
14487, 0
14488, 0
14489, 0
14490, 0
14491, 0
14492, 0
14493, 0
14494, 0
14495, 0
14496, 0
14497, 0
14498, 1
14499, 0
14500, 0
14501, 0
14502, 0
14503, 0
14504, 0
14505, 0
14506, 0
14507, 0
14508, 0
14509, 1
14510, 1
14511, 0
14512, 0
14513, 0
14514, 0
14515, 0
14516, 0
14517, 0
14518, 0
14519, 0
14520, 0
14521, 0
14522, 0
14523, 0
14524, 1
14525, 0
14526, 0
14527, 1
14528, 0
14529, 0
14530, 1
14531, 0
14532, 0
14533, 0
14534, 0
14535, 1
14536, 0
14537, 0
14538, 0
14539, 0
14540, 0
14541, 0
14542, 0
14543, 0
14544, 1
14545, 0
14546, 0
14547, 0
14548, 0
14549, 0
14550, 0
14551, 0
14552, 0
14553, 0
14554, 0
14555, 0
14556, 0
14557, 0
14558, 0
14559, 0
14560, 0
14561, 0
14562, 0
14563, 0
14564, 0
14565, 0
14566, 0
14567, 1
14568, 0
14569, 0
14570, 0
14571, 0
14572, 0
14573, 1
14574, 0
14575, 0
14576, 0
14577, 0
14578, 1
14579, 0
14580, 0
14581, 0
14582, 1
14583, 0
14584, 0
14585, 0
14586, 1
14587, 0
14588, 0
14589, 0
14590, 0
14591, 0
14592, 0
14593, 0
14594, 0
14595, 0
14596, 0
14597, 0
14598, 0
14599, 0
14600, 0
14601, 0
14602, 0
14603, 0
14604, 0
14605, 0
14606, 0
14607, 0
14608, 0
14609, 0
14610, 0
14611, 0
14612, 0
14613, 0
14614, 0
14615, 0
14616, 0
14617, 1
14618, 1
14619, 1
14620, 0
14621, 0
14622, 0
14623, 0
14624, 0
14625, 0
14626, 1
14627, 0
14628, 0
14629, 1
14630, 0
14631, 1
14632, 0
14633, 1
14634, 1
14635, 1
14636, 0
14637, 0
14638, 1
14639, 0
14640, 1
14641, 0
14642, 0
14643, 0
14644, 0
14645, 0
14646, 0
14647, 0
14648, 1
14649, 1
14650, 0
14651, 0
14652, 0
14653, 0
14654, 0
14655, 0
14656, 0
14657, 0
14658, 0
14659, 0
14660, 0
14661, 0
14662, 0
14663, 1
14664, 1
14665, 0
14666, 0
14667, 0
14668, 0
14669, 0
14670, 1
14671, 0
14672, 0
14673, 0
14674, 0
14675, 0
14676, 0
14677, 0
14678, 0
14679, 0
14680, 0
14681, 0
14682, 0
14683, 0
14684, 0
14685, 1
14686, 0
14687, 0
14688, 0
14689, 0
14690, 0
14691, 0
14692, 0
14693, 0
14694, 0
14695, 0
14696, 0
14697, 1
14698, 0
14699, 0
14700, 1
14701, 0
14702, 2
14703, 0
14704, 0
14705, 0
14706, 0
14707, 1
14708, 1
14709, 0
14710, 0
14711, 0
14712, 0
14713, 0
14714, 0
14715, 1
14716, 0
14717, 1
14718, 0
14719, 0
14720, 1
14721, 0
14722, 0
14723, 2
14724, 0
14725, 0
14726, 0
14727, 0
14728, 0
14729, 1
14730, 0
14731, 0
14732, 0
14733, 1
14734, 0
14735, 0
14736, 0
14737, 0
14738, 0
14739, 0
14740, 0
14741, 1
14742, 0
14743, 0
14744, 0
14745, 0
14746, 1
14747, 0
14748, 0
14749, 0
14750, 0
14751, 1
14752, 0
14753, 1
14754, 0
14755, 0
14756, 2
14757, 0
14758, 0
14759, 0
14760, 0
14761, 0
14762, 0
14763, 0
14764, 0
14765, 0
14766, 1
14767, 0
14768, 0
14769, 0
14770, 0
14771, 0
14772, 0
14773, 0
14774, 0
14775, 0
14776, 0
14777, 0
14778, 0
14779, 1
14780, 0
14781, 0
14782, 0
14783, 0
14784, 1
14785, 0
14786, 0
14787, 0
14788, 0
14789, 0
14790, 0
14791, 0
14792, 0
14793, 0
14794, 0
14795, 0
14796, 0
14797, 0
14798, 0
14799, 0
14800, 1
14801, 1
14802, 0
14803, 0
14804, 0
14805, 0
14806, 0
14807, 0
14808, 0
14809, 0
14810, 0
14811, 0
14812, 0
14813, 1
14814, 0
14815, 0
14816, 0
14817, 0
14818, 0
14819, 0
14820, 0
14821, 0
14822, 0
14823, 0
14824, 0
14825, 0
14826, 0
14827, 0
14828, 0
14829, 0
14830, 1
14831, 0
14832, 0
14833, 0
14834, 0
14835, 0
14836, 1
14837, 1
14838, 0
14839, 0
14840, 0
14841, 0
14842, 0
14843, 0
14844, 0
14845, 2
14846, 0
14847, 0
14848, 1
14849, 0
14850, 0
14851, 1
14852, 0
14853, 0
14854, 0
14855, 0
14856, 1
14857, 0
14858, 0
14859, 0
14860, 0
14861, 1
14862, 0
14863, 0
14864, 0
14865, 0
14866, 1
14867, 0
14868, 0
14869, 0
14870, 0
14871, 0
14872, 1
14873, 0
14874, 0
14875, 0
14876, 0
14877, 0
14878, 0
14879, 0
14880, 0
14881, 0
14882, 0
14883, 0
14884, 0
14885, 0
14886, 0
14887, 0
14888, 1
14889, 1
14890, 1
14891, 0
14892, 0
14893, 0
14894, 1
14895, 0
14896, 0
14897, 0
14898, 0
14899, 3
14900, 0
14901, 1
14902, 0
14903, 0
14904, 0
14905, 0
14906, 0
14907, 0
14908, 0
14909, 0
14910, 1
14911, 2
14912, 0
14913, 0
14914, 0
14915, 0
14916, 0
14917, 0
14918, 1
14919, 0
14920, 0
14921, 0
14922, 0
14923, 1
14924, 0
14925, 0
14926, 0
14927, 0
14928, 0
14929, 0
14930, 0
14931, 0
14932, 0
14933, 0
14934, 0
14935, 0
14936, 0
14937, 0
14938, 0
14939, 0
14940, 0
14941, 0
14942, 0
14943, 1
14944, 0
14945, 2
14946, 0
14947, 0
14948, 0
14949, 0
14950, 1
14951, 0
14952, 0
14953, 0
14954, 0
14955, 1
14956, 0
14957, 0
14958, 0
14959, 0
14960, 0
14961, 0
14962, 0
14963, 0
14964, 0
14965, 1
14966, 0
14967, 1
14968, 0
14969, 1
14970, 0
14971, 0
14972, 0
14973, 0
14974, 0
14975, 0
14976, 0
14977, 0
14978, 0
14979, 0
14980, 0
14981, 0
14982, 1
14983, 0
14984, 1
14985, 0
14986, 0
14987, 1
14988, 0
14989, 0
14990, 0
14991, 1
14992, 0
14993, 0
14994, 0
14995, 0
14996, 1
14997, 0
14998, 0
14999, 0
15000, 0
15001, 0
15002, 0
15003, 1
15004, 0
15005, 1
15006, 0
15007, 0
15008, 0
15009, 1
15010, 0
15011, 1
15012, 2
15013, 0
15014, 0
15015, 0
15016, 0
15017, 1
15018, 0
15019, 0
15020, 0
15021, 0
15022, 0
15023, 0
15024, 1
15025, 0
15026, 1
15027, 0
15028, 1
15029, 0
15030, 0
15031, 0
15032, 1
15033, 1
15034, 0
15035, 1
15036, 0
15037, 0
15038, 0
15039, 0
15040, 0
15041, 0
15042, 0
15043, 0
15044, 1
15045, 0
15046, 1
15047, 0
15048, 0
15049, 0
15050, 0
15051, 1
15052, 0
15053, 0
15054, 0
15055, 0
15056, 0
15057, 0
15058, 1
15059, 1
15060, 1
15061, 2
15062, 0
15063, 0
15064, 1
15065, 0
15066, 0
15067, 0
15068, 0
15069, 0
15070, 0
15071, 0
15072, 0
15073, 0
15074, 0
15075, 0
15076, 0
15077, 0
15078, 1
15079, 0
15080, 1
15081, 1
15082, 0
15083, 0
15084, 0
15085, 1
15086, 1
15087, 0
15088, 0
15089, 0
15090, 0
15091, 0
15092, 0
15093, 0
15094, 0
15095, 0
15096, 0
15097, 1
15098, 0
15099, 0
15100, 0
15101, 1
15102, 0
15103, 1
15104, 1
15105, 0
15106, 0
15107, 0
15108, 0
15109, 0
15110, 0
15111, 1
15112, 1
15113, 1
15114, 0
15115, 0
15116, 0
15117, 0
15118, 0
15119, 0
15120, 0
15121, 0
15122, 0
15123, 0
15124, 0
15125, 0
15126, 0
15127, 0
15128, 2
15129, 0
15130, 0
15131, 0
15132, 0
15133, 1
15134, 0
15135, 0
15136, 0
15137, 0
15138, 0
15139, 0
15140, 1
15141, 0
15142, 0
15143, 0
15144, 0
15145, 0
15146, 0
15147, 0
15148, 0
15149, 0
15150, 0
15151, 0
15152, 1
15153, 0
15154, 1
15155, 0
15156, 0
15157, 0
15158, 0
15159, 0
15160, 0
15161, 0
15162, 0
15163, 1
15164, 0
15165, 0
15166, 1
15167, 0
15168, 0
15169, 0
15170, 0
15171, 0
15172, 1
15173, 0
15174, 0
15175, 0
15176, 0
15177, 0
15178, 0
15179, 0
15180, 0
15181, 0
15182, 0
15183, 0
15184, 0
15185, 0
15186, 0
15187, 0
15188, 0
15189, 1
15190, 0
15191, 0
15192, 0
15193, 0
15194, 0
15195, 1
15196, 1
15197, 0
15198, 0
15199, 0
15200, 0
15201, 0
15202, 0
15203, 0
15204, 1
15205, 0
15206, 1
15207, 1
15208, 0
15209, 1
15210, 0
15211, 0
15212, 0
15213, 0
15214, 0
15215, 0
15216, 0
15217, 1
15218, 1
15219, 0
15220, 0
15221, 0
15222, 1
15223, 0
15224, 1
15225, 0
15226, 0
15227, 1
15228, 0
15229, 0
15230, 0
15231, 0
15232, 0
15233, 1
15234, 0
15235, 1
15236, 0
15237, 0
15238, 1
15239, 0
15240, 0
15241, 0
15242, 0
15243, 0
15244, 0
15245, 0
15246, 0
15247, 0
15248, 0
15249, 0
15250, 0
15251, 0
15252, 0
15253, 0
15254, 1
15255, 0
15256, 0
15257, 0
15258, 0
15259, 0
15260, 0
15261, 0
15262, 0
15263, 0
15264, 0
15265, 0
15266, 0
15267, 0
15268, 0
15269, 1
15270, 1
15271, 0
15272, 0
15273, 0
15274, 0
15275, 0
15276, 0
15277, 1
15278, 0
15279, 0
15280, 0
15281, 0
15282, 0
15283, 0
15284, 0
15285, 0
15286, 0
15287, 0
15288, 1
15289, 0
15290, 0
15291, 1
15292, 1
15293, 0
15294, 0
15295, 0
15296, 0
15297, 0
15298, 0
15299, 0
15300, 0
15301, 0
15302, 0
15303, 0
15304, 0
15305, 0
15306, 0
15307, 0
15308, 0
15309, 0
15310, 0
15311, 0
15312, 0
15313, 0
15314, 1
15315, 1
15316, 0
15317, 0
15318, 0
15319, 0
15320, 0
15321, 1
15322, 0
15323, 1
15324, 0
15325, 0
15326, 1
15327, 0
15328, 0
15329, 0
15330, 0
15331, 0
15332, 0
15333, 0
15334, 1
15335, 0
15336, 0
15337, 0
15338, 0
15339, 0
15340, 0
15341, 2
15342, 0
15343, 0
15344, 0
15345, 1
15346, 1
15347, 0
15348, 0
15349, 0
15350, 0
15351, 0
15352, 1
15353, 0
15354, 1
15355, 0
15356, 0
15357, 1
15358, 1
15359, 0
15360, 0
15361, 0
15362, 0
15363, 0
15364, 0
15365, 0
15366, 1
15367, 0
15368, 1
15369, 0
15370, 0
15371, 0
15372, 1
15373, 0
15374, 0
15375, 0
15376, 0
15377, 0
15378, 0
15379, 0
15380, 0
15381, 0
15382, 0
15383, 0
15384, 0
15385, 0
15386, 0
15387, 0
15388, 0
15389, 1
15390, 0
15391, 0
15392, 0
15393, 0
15394, 0
15395, 0
15396, 2
15397, 0
15398, 0
15399, 0
15400, 0
15401, 0
15402, 0
15403, 0
15404, 0
15405, 0
15406, 0
15407, 0
15408, 0
15409, 0
15410, 0
15411, 0
15412, 1
15413, 1
15414, 0
15415, 0
15416, 1
15417, 0
15418, 0
15419, 1
15420, 0
15421, 0
15422, 0
15423, 0
15424, 0
15425, 1
15426, 0
15427, 0
15428, 0
15429, 0
15430, 0
15431, 0
15432, 0
15433, 0
15434, 1
15435, 1
15436, 0
15437, 0
15438, 1
15439, 0
15440, 0
15441, 0
15442, 0
15443, 0
15444, 0
15445, 0
15446, 0
15447, 1
15448, 0
15449, 0
15450, 0
15451, 0
15452, 0
15453, 2
15454, 0
15455, 0
15456, 0
15457, 1
15458, 1
15459, 3
15460, 0
15461, 0
15462, 0
15463, 0
15464, 1
15465, 0
15466, 0
15467, 1
15468, 0
15469, 0
15470, 0
15471, 1
15472, 0
15473, 0
15474, 0
15475, 0
15476, 0
15477, 1
15478, 0
15479, 0
15480, 0
15481, 0
15482, 0
15483, 0
15484, 0
15485, 1
15486, 0
15487, 1
15488, 0
15489, 0
15490, 0
15491, 0
15492, 0
15493, 1
15494, 0
15495, 2
15496, 1
15497, 0
15498, 0
15499, 0
15500, 0
15501, 2
15502, 0
15503, 1
15504, 0
15505, 0
15506, 0
15507, 0
15508, 0
15509, 0
15510, 0
15511, 0
15512, 0
15513, 0
15514, 1
15515, 0
15516, 0
15517, 0
15518, 1
15519, 1
15520, 1
15521, 0
15522, 1
15523, 0
15524, 0
15525, 1
15526, 0
15527, 0
15528, 0
15529, 1
15530, 0
15531, 1
15532, 0
15533, 2
15534, 0
15535, 1
15536, 0
15537, 0
15538, 0
15539, 0
15540, 1
15541, 0
15542, 0
15543, 0
15544, 0
15545, 0
15546, 0
15547, 0
15548, 0
15549, 1
15550, 0
15551, 1
15552, 0
15553, 0
15554, 0
15555, 1
15556, 0
15557, 0
15558, 0
15559, 0
15560, 1
15561, 0
15562, 0
15563, 0
15564, 0
15565, 1
15566, 0
15567, 0
15568, 0
15569, 0
15570, 0
15571, 2
15572, 0
15573, 0
15574, 0
15575, 0
15576, 0
15577, 0
15578, 0
15579, 1
15580, 1
15581, 0
15582, 2
15583, 0
15584, 1
15585, 0
15586, 0
15587, 1
15588, 1
15589, 1
15590, 0
15591, 0
15592, 0
15593, 1
15594, 0
15595, 0
15596, 0
15597, 1
15598, 0
15599, 0
15600, 0
15601, 0
15602, 0
15603, 0
15604, 0
15605, 0
15606, 0
15607, 2
15608, 0
15609, 0
15610, 0
15611, 0
15612, 0
15613, 0
15614, 1
15615, 0
15616, 0
15617, 0
15618, 0
15619, 0
15620, 0
15621, 0
15622, 0
15623, 0
15624, 1
15625, 1
15626, 0
15627, 0
15628, 0
15629, 0
15630, 1
15631, 0
15632, 1
15633, 0
15634, 0
15635, 0
15636, 0
15637, 1
15638, 0
15639, 0
15640, 2
15641, 0
15642, 0
15643, 1
15644, 0
15645, 0
15646, 0
15647, 0
15648, 0
15649, 0
15650, 0
15651, 0
15652, 1
15653, 1
15654, 0
15655, 1
15656, 0
15657, 0
15658, 1
15659, 0
15660, 0
15661, 2
15662, 1
15663, 1
15664, 0
15665, 0
15666, 0
15667, 0
15668, 0
15669, 0
15670, 1
15671, 0
15672, 0
15673, 0
15674, 0
15675, 1
15676, 0
15677, 0
15678, 0
15679, 1
15680, 0
15681, 0
15682, 0
15683, 0
15684, 0
15685, 1
15686, 0
15687, 0
15688, 0
15689, 0
15690, 0
15691, 0
15692, 0
15693, 0
15694, 0
15695, 0
15696, 0
15697, 0
15698, 0
15699, 2
15700, 1
15701, 1
15702, 0
15703, 0
15704, 0
15705, 1
15706, 0
15707, 0
15708, 0
15709, 0
15710, 0
15711, 1
15712, 0
15713, 0
15714, 1
15715, 0
15716, 0
15717, 0
15718, 0
15719, 0
15720, 0
15721, 0
15722, 1
15723, 0
15724, 1
15725, 1
15726, 0
15727, 0
15728, 0
15729, 0
15730, 0
15731, 0
15732, 1
15733, 0
15734, 0
15735, 0
15736, 0
15737, 1
15738, 1
15739, 0
15740, 1
15741, 0
15742, 1
15743, 0
15744, 1
15745, 0
15746, 0
15747, 1
15748, 1
15749, 1
15750, 3
15751, 0
15752, 0
15753, 0
15754, 0
15755, 0
15756, 0
15757, 0
15758, 0
15759, 1
15760, 0
15761, 1
15762, 0
15763, 0
15764, 0
15765, 1
15766, 0
15767, 0
15768, 1
15769, 0
15770, 0
15771, 0
15772, 1
15773, 0
15774, 0
15775, 1
15776, 0
15777, 0
15778, 0
15779, 1
15780, 1
15781, 0
15782, 0
15783, 0
15784, 0
15785, 0
15786, 0
15787, 0
15788, 0
15789, 0
15790, 0
15791, 0
15792, 0
15793, 0
15794, 1
15795, 0
15796, 2
15797, 1
15798, 1
15799, 0
15800, 0
15801, 1
15802, 0
15803, 1
15804, 0
15805, 1
15806, 0
15807, 0
15808, 0
15809, 0
15810, 1
15811, 0
15812, 1
15813, 0
15814, 0
15815, 1
15816, 0
15817, 1
15818, 1
15819, 0
15820, 0
15821, 0
15822, 0
15823, 0
15824, 0
15825, 0
15826, 0
15827, 0
15828, 1
15829, 1
15830, 1
15831, 0
15832, 1
15833, 0
15834, 0
15835, 0
15836, 0
15837, 0
15838, 0
15839, 1
15840, 0
15841, 1
15842, 0
15843, 0
15844, 0
15845, 0
15846, 0
15847, 0
15848, 0
15849, 1
15850, 0
15851, 0
15852, 0
15853, 0
15854, 0
15855, 0
15856, 0
15857, 1
15858, 0
15859, 2
15860, 1
15861, 1
15862, 1
15863, 0
15864, 2
15865, 0
15866, 2
15867, 0
15868, 0
15869, 0
15870, 0
15871, 0
15872, 0
15873, 1
15874, 0
15875, 1
15876, 0
15877, 0
15878, 0
15879, 0
15880, 0
15881, 0
15882, 0
15883, 1
15884, 0
15885, 0
15886, 0
15887, 0
15888, 0
15889, 1
15890, 0
15891, 1
15892, 0
15893, 0
15894, 0
15895, 0
15896, 0
15897, 1
15898, 0
15899, 0
15900, 0
15901, 0
15902, 0
15903, 0
15904, 0
15905, 1
15906, 1
15907, 0
15908, 0
15909, 0
15910, 2
15911, 0
15912, 1
15913, 0
15914, 0
15915, 1
15916, 0
15917, 0
15918, 0
15919, 0
15920, 0
15921, 0
15922, 0
15923, 1
15924, 2
15925, 0
15926, 0
15927, 0
15928, 0
15929, 0
15930, 0
15931, 0
15932, 0
15933, 0
15934, 0
15935, 1
15936, 0
15937, 1
15938, 2
15939, 0
15940, 0
15941, 1
15942, 0
15943, 0
15944, 0
15945, 0
15946, 0
15947, 0
15948, 0
15949, 1
15950, 0
15951, 0
15952, 0
15953, 0
15954, 1
15955, 0
15956, 0
15957, 1
15958, 0
15959, 0
15960, 0
15961, 0
15962, 0
15963, 1
15964, 0
15965, 0
15966, 0
15967, 0
15968, 0
15969, 0
15970, 1
15971, 0
15972, 0
15973, 0
15974, 0
15975, 0
15976, 0
15977, 1
15978, 0
15979, 0
15980, 1
15981, 0
15982, 0
15983, 0
15984, 0
15985, 0
15986, 0
15987, 0
15988, 1
15989, 0
15990, 0
15991, 1
15992, 0
15993, 0
15994, 0
15995, 2
15996, 0
15997, 0
15998, 0
15999, 1
16000, 0
16001, 1
16002, 0
16003, 0
16004, 0
16005, 0
16006, 1
16007, 0
16008, 0
16009, 0
16010, 0
16011, 1
16012, 0
16013, 0
16014, 0
16015, 0
16016, 2
16017, 0
16018, 1
16019, 0
16020, 0
16021, 0
16022, 1
16023, 0
16024, 0
16025, 0
16026, 0
16027, 0
16028, 0
16029, 0
16030, 1
16031, 0
16032, 0
16033, 0
16034, 1
16035, 0
16036, 0
16037, 0
16038, 1
16039, 0
16040, 0
16041, 0
16042, 1
16043, 0
16044, 1
16045, 1
16046, 0
16047, 3
16048, 0
16049, 0
16050, 0
16051, 0
16052, 0
16053, 0
16054, 0
16055, 0
16056, 0
16057, 0
16058, 0
16059, 0
16060, 0
16061, 0
16062, 0
16063, 0
16064, 0
16065, 0
16066, 1
16067, 0
16068, 0
16069, 0
16070, 1
16071, 0
16072, 1
16073, 1
16074, 0
16075, 0
16076, 0
16077, 2
16078, 2
16079, 0
16080, 0
16081, 1
16082, 0
16083, 0
16084, 0
16085, 0
16086, 0
16087, 0
16088, 1
16089, 0
16090, 2
16091, 1
16092, 1
16093, 0
16094, 0
16095, 0
16096, 0
16097, 1
16098, 3
16099, 1
16100, 1
16101, 1
16102, 0
16103, 0
16104, 0
16105, 0
16106, 1
16107, 1
16108, 1
16109, 0
16110, 0
16111, 0
16112, 0
16113, 0
16114, 1
16115, 0
16116, 2
16117, 1
16118, 0
16119, 2
16120, 0
16121, 0
16122, 1
16123, 1
16124, 0
16125, 0
16126, 0
16127, 0
16128, 0
16129, 0
16130, 0
16131, 0
16132, 0
16133, 1
16134, 0
16135, 0
16136, 0
16137, 1
16138, 1
16139, 0
16140, 0
16141, 0
16142, 0
16143, 0
16144, 1
16145, 0
16146, 1
16147, 0
16148, 0
16149, 0
16150, 2
16151, 0
16152, 0
16153, 1
16154, 0
16155, 0
16156, 0
16157, 1
16158, 1
16159, 0
16160, 1
16161, 0
16162, 1
16163, 2
16164, 0
16165, 0
16166, 0
16167, 0
16168, 0
16169, 3
16170, 0
16171, 0
16172, 0
16173, 0
16174, 0
16175, 0
16176, 0
16177, 0
16178, 0
16179, 0
16180, 0
16181, 1
16182, 0
16183, 0
16184, 0
16185, 0
16186, 0
16187, 1
16188, 0
16189, 0
16190, 0
16191, 0
16192, 0
16193, 1
16194, 0
16195, 0
16196, 1
16197, 1
16198, 1
16199, 0
16200, 0
16201, 0
16202, 2
16203, 0
16204, 0
16205, 1
16206, 0
16207, 0
16208, 0
16209, 1
16210, 2
16211, 0
16212, 0
16213, 2
16214, 0
16215, 1
16216, 0
16217, 2
16218, 0
16219, 0
16220, 0
16221, 0
16222, 0
16223, 0
16224, 0
16225, 1
16226, 1
16227, 1
16228, 0
16229, 0
16230, 0
16231, 0
16232, 1
16233, 0
16234, 0
16235, 0
16236, 1
16237, 0
16238, 0
16239, 0
16240, 1
16241, 0
16242, 1
16243, 0
16244, 1
16245, 1
16246, 0
16247, 0
16248, 1
16249, 0
16250, 1
16251, 0
16252, 0
16253, 0
16254, 0
16255, 0
16256, 1
16257, 0
16258, 0
16259, 1
16260, 0
16261, 0
16262, 0
16263, 0
16264, 1
16265, 0
16266, 0
16267, 0
16268, 1
16269, 2
16270, 0
16271, 0
16272, 0
16273, 0
16274, 0
16275, 0
16276, 2
16277, 1
16278, 1
16279, 0
16280, 2
16281, 0
16282, 1
16283, 1
16284, 0
16285, 2
16286, 0
16287, 0
16288, 0
16289, 1
16290, 0
16291, 0
16292, 1
16293, 0
16294, 0
16295, 2
16296, 0
16297, 1
16298, 1
16299, 1
16300, 1
16301, 0
16302, 1
16303, 0
16304, 0
16305, 0
16306, 0
16307, 0
16308, 0
16309, 0
16310, 0
16311, 0
16312, 0
16313, 1
16314, 1
16315, 0
16316, 1
16317, 1
16318, 0
16319, 0
16320, 0
16321, 0
16322, 1
16323, 1
16324, 1
16325, 0
16326, 0
16327, 1
16328, 0
16329, 0
16330, 0
16331, 0
16332, 0
16333, 0
16334, 0
16335, 0
16336, 0
16337, 0
16338, 0
16339, 2
16340, 1
16341, 0
16342, 0
16343, 0
16344, 0
16345, 0
16346, 0
16347, 0
16348, 0
16349, 0
16350, 0
16351, 1
16352, 0
16353, 0
16354, 1
16355, 0
16356, 0
16357, 3
16358, 1
16359, 0
16360, 0
16361, 1
16362, 2
16363, 0
16364, 0
16365, 1
16366, 0
16367, 0
16368, 2
16369, 0
16370, 0
16371, 0
16372, 0
16373, 1
16374, 1
16375, 0
16376, 0
16377, 2
16378, 0
16379, 1
16380, 0
16381, 0
16382, 0
16383, 1
16384, 0
